gene_callers_id	source	accession	function	e_value
g40467.t2	KeggGhostKoala	K03544	 clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX	0
g43112.t1	KeggGhostKoala	K03544	 clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX	0
g44990.t1	KeggGhostKoala	K03544	 clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX	0
g742.t1	KeggGhostKoala	K03545	 tig; trigger factor	0
g4813.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g4813.t2	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g4813.t3	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g7799.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g12657.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g12657.t2	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g12657.t3	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g13709.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g14433.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g20554.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g20555.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g22587.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g22588.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g23984.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g23984.t2	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g26929.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g28845.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g28846.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g30849.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g34087.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g35373.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g35634.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g37893.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g38724.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g38726.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g41950.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g42360.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g42809.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g42810.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g46932.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g46933.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g48680.t1	KeggGhostKoala	K03549	 kup; KUP system potassium uptake protein	0
g22560.t1	KeggGhostKoala	K03553	 recA; recombination protein RecA	0
g32037.t1	KeggGhostKoala	K03553	 recA; recombination protein RecA	0
g7471.t1	KeggGhostKoala	K03564	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]	0
g7472.t1	KeggGhostKoala	K03564	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]	0
g47178.t1	KeggGhostKoala	K03574	 mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0
g47180.t1	KeggGhostKoala	K03574	 mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0
g4593.t1	KeggGhostKoala	K03575	 mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	0
g8347.t1	KeggGhostKoala	K03575	 mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	0
g32216.t1	KeggGhostKoala	K03575	 mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	0
g38329.t2	KeggGhostKoala	K03575	 mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	0
g38329.t4	KeggGhostKoala	K03575	 mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	0
g6299.t1	KeggGhostKoala	K03593	 mrp, NUBPL; ATP-binding protein involved in chromosome partitioning	0
g982.t1	KeggGhostKoala	K03595	 era, ERAL1; GTPase	0
g16669.t1	KeggGhostKoala	K03595	 era, ERAL1; GTPase	0
g41958.t1	KeggGhostKoala	K03595	 era, ERAL1; GTPase	0
g49770.t1	KeggGhostKoala	K03595	 era, ERAL1; GTPase	0
g49770.t2	KeggGhostKoala	K03595	 era, ERAL1; GTPase	0
g36435.t1	KeggGhostKoala	K03609	 minD; septum site-determining protein MinD	0
g37783.t1	KeggGhostKoala	K03609	 minD; septum site-determining protein MinD	0
g41563.t1	KeggGhostKoala	K03609	 minD; septum site-determining protein MinD	0
g8884.t1	KeggGhostKoala	K03626	 EGD2, NACA; nascent polypeptide-associated complex subunit alpha	0
g28262.t1	KeggGhostKoala	K03626	 EGD2, NACA; nascent polypeptide-associated complex subunit alpha	0
g22875.t1	KeggGhostKoala	K03627	 MBF1; putative transcription factor	0
g34303.t1	KeggGhostKoala	K03627	 MBF1; putative transcription factor	0
g41759.t1	KeggGhostKoala	K03627	 MBF1; putative transcription factor	0
g42962.t1	KeggGhostKoala	K03627	 MBF1; putative transcription factor	0
g6104.t1	KeggGhostKoala	K03630	 radC; DNA repair protein RadC	0
g27371.t1	KeggGhostKoala	K03635	 MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]	0
g44709.t1	KeggGhostKoala	K03637	 moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	0
g6106.t1	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
g16737.t1	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
g19685.t1	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
g39117.t1	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
g47282.t1	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
g47282.t2	KeggGhostKoala	K03644	 lipA; lipoyl synthase [EC:2.8.1.8]	0
g8858.t1	KeggGhostKoala	K03648	 UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]	0
g31409.t1	KeggGhostKoala	K03650	 mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]	0
g30751.t1	KeggGhostKoala	K03652	 MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21]	0
g4417.t1	KeggGhostKoala	K03654	 recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0
g29374.t1	KeggGhostKoala	K03654	 recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0
g13617.t1	KeggGhostKoala	K03655	 recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0
g13617.t2	KeggGhostKoala	K03655	 recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0
g9672.t1	KeggGhostKoala	K03660	 OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0
g22228.t1	KeggGhostKoala	K03661	 ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit	0
g27944.t1	KeggGhostKoala	K03661	 ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit	0
g16054.t1	KeggGhostKoala	K03665	 hflX; GTPase	0
g3526.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g9101.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g10681.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g11878.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g13895.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g21288.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g21903.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g26098.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g27536.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g27767.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g30404.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g35467.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g41476.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g41477.t1	KeggGhostKoala	K03671	 trxA; thioredoxin 1	0
g4425.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g16133.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g16134.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g16135.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g17448.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g21427.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g23082.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g23243.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g23244.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g24811.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g35492.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g35493.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g35537.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g41127.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g43863.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g45093.t1	KeggGhostKoala	K03676	 grxC, GLRX, GLRX2; glutaredoxin 3	0
g29732.t1	KeggGhostKoala	K03678	 RRP45, EXOSC9; exosome complex component RRP45	0
g1260.t1	KeggGhostKoala	K03679	 RRP4, EXOSC2; exosome complex component RRP4	0
g11030.t1	KeggGhostKoala	K03680	 EIF2B4; translation initiation factor eIF-2B subunit delta	0
g11030.t2	KeggGhostKoala	K03680	 EIF2B4; translation initiation factor eIF-2B subunit delta	0
g16100.t1	KeggGhostKoala	K03680	 EIF2B4; translation initiation factor eIF-2B subunit delta	0
g24839.t1	KeggGhostKoala	K03681	 RRP40, EXOSC3; exosome complex component RRP40	0
g24840.t1	KeggGhostKoala	K03681	 RRP40, EXOSC3; exosome complex component RRP40	0
g35119.t1	KeggGhostKoala	K03681	 RRP40, EXOSC3; exosome complex component RRP40	0
g5773.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g5773.t2	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g24260.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g24264.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g24269.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g24271.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g27866.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g28132.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g28987.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g28989.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g38712.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g39513.t1	KeggGhostKoala	K03686	 dnaJ; molecular chaperone DnaJ	0
g5652.t1	KeggGhostKoala	K03687	 GRPE; molecular chaperone GrpE	0
g20938.t1	KeggGhostKoala	K03687	 GRPE; molecular chaperone GrpE	0
g20938.t2	KeggGhostKoala	K03687	 GRPE; molecular chaperone GrpE	0
g26694.t1	KeggGhostKoala	K03687	 GRPE; molecular chaperone GrpE	0
g20028.t1	KeggGhostKoala	K03691	 POFUT; peptide-O-fucosyltransferase [EC:2.4.1.221]	0
g1917.t1	KeggGhostKoala	K03695	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	0
g17722.t1	KeggGhostKoala	K03695	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	0
g22499.t1	KeggGhostKoala	K03695	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	0
g24924.t1	KeggGhostKoala	K03695	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	0
g47236.t1	KeggGhostKoala	K03695	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	0
g47237.t1	KeggGhostKoala	K03695	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	0
g13293.t1	KeggGhostKoala	K03696	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	0
g13294.t1	KeggGhostKoala	K03696	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	0
g14240.t1	KeggGhostKoala	K03696	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	0
g14241.t1	KeggGhostKoala	K03696	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	0
g22885.t1	KeggGhostKoala	K03696	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	0
g49815.t1	KeggGhostKoala	K03696	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	0
g23130.t1	KeggGhostKoala	K03701	 uvrA; excinuclease ABC subunit A	0
g39768.t1	KeggGhostKoala	K03701	 uvrA; excinuclease ABC subunit A	0
g22763.t1	KeggGhostKoala	K03714	 XYLT; glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]	0
g13773.t1	KeggGhostKoala	K03715	 MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]	0
g50443.t1	KeggGhostKoala	K03715	 MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]	0
g6510.t1	KeggGhostKoala	K03754	 EIF2B2; translation initiation factor eIF-2B subunit beta	0
g15526.t1	KeggGhostKoala	K03754	 EIF2B2; translation initiation factor eIF-2B subunit beta	0
g15597.t1	KeggGhostKoala	K03754	 EIF2B2; translation initiation factor eIF-2B subunit beta	0
g37039.t1	KeggGhostKoala	K03754	 EIF2B2; translation initiation factor eIF-2B subunit beta	0
g38868.t1	KeggGhostKoala	K03754	 EIF2B2; translation initiation factor eIF-2B subunit beta	0
g41163.t1	KeggGhostKoala	K03754	 EIF2B2; translation initiation factor eIF-2B subunit beta	0
g13191.t1	KeggGhostKoala	K03768	 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0
g26667.t1	KeggGhostKoala	K03768	 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0
g26667.t2	KeggGhostKoala	K03768	 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0
g26815.t1	KeggGhostKoala	K03768	 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0
g39500.t1	KeggGhostKoala	K03768	 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0
g18592.t1	KeggGhostKoala	K03781	 katE, CAT, catB, srpA; catalase [EC:1.11.1.6]	0
g18593.t1	KeggGhostKoala	K03781	 katE, CAT, catB, srpA; catalase [EC:1.11.1.6]	0
g13371.t1	KeggGhostKoala	K03787	 surE; 5'-nucleotidase [EC:3.1.3.5]	0
g20875.t1	KeggGhostKoala	K03787	 surE; 5'-nucleotidase [EC:3.1.3.5]	0
g23861.t1	KeggGhostKoala	K03787	 surE; 5'-nucleotidase [EC:3.1.3.5]	0
g15112.t1	KeggGhostKoala	K03794	 sirB; sirohydrochlorin ferrochelatase [EC:4.99.1.4]	0
g50.t1	KeggGhostKoala	K03797	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	0
g1649.t1	KeggGhostKoala	K03797	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	0
g1649.t2	KeggGhostKoala	K03797	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	0
g30464.t1	KeggGhostKoala	K03797	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	0
g30464.t2	KeggGhostKoala	K03797	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	0
g7643.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g14523.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g18132.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g22712.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g24090.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g26993.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g35154.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g40121.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g43147.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g43590.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g44988.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g44988.t2	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g44989.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g46750.t1	KeggGhostKoala	K03798	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	0
g39378.t1	KeggGhostKoala	K03801	 lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]	0
g50710.t1	KeggGhostKoala	K03801	 lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]	0
g7816.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g7817.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g18790.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g26924.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g33158.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g34678.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g34679.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g44372.t1	KeggGhostKoala	K03809	 wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0
g5431.t1	KeggGhostKoala	K03834	 tyrP; tyrosine-specific transport protein	0
g13000.t1	KeggGhostKoala	K03834	 tyrP; tyrosine-specific transport protein	0
g14939.t1	KeggGhostKoala	K03834	 tyrP; tyrosine-specific transport protein	0
g14939.t2	KeggGhostKoala	K03834	 tyrP; tyrosine-specific transport protein	0
g1237.t1	KeggGhostKoala	K03841	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0
g1239.t1	KeggGhostKoala	K03841	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0
g22731.t1	KeggGhostKoala	K03841	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0
g34136.t1	KeggGhostKoala	K03841	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0
g41296.t1	KeggGhostKoala	K03841	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0
g35172.t1	KeggGhostKoala	K03842	 ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]	0
g36191.t1	KeggGhostKoala	K03842	 ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]	0
g36191.t2	KeggGhostKoala	K03842	 ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]	0
g6494.t1	KeggGhostKoala	K03843	 ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]	0
g50346.t1	KeggGhostKoala	K03844	 ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]	0
g50396.t1	KeggGhostKoala	K03844	 ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]	0
g9688.t1	KeggGhostKoala	K03845	 ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]	0
g9688.t2	KeggGhostKoala	K03845	 ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]	0
g43885.t1	KeggGhostKoala	K03846	 ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]	0
g29338.t1	KeggGhostKoala	K03847	 ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]	0
g36862.t1	KeggGhostKoala	K03847	 ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]	0
g1902.t1	KeggGhostKoala	K03848	 ALG6; alpha-1,3-glucosyltransferase [EC:2.4.1.267]	0
g6732.t1	KeggGhostKoala	K03849	 ALG8; alpha-1,3-glucosyltransferase [EC:2.4.1.265]	0
g41803.t1	KeggGhostKoala	K03849	 ALG8; alpha-1,3-glucosyltransferase [EC:2.4.1.265]	0
g7148.t1	KeggGhostKoala	K03850	 ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]	0
g10038.t1	KeggGhostKoala	K03850	 ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]	0
g10038.t2	KeggGhostKoala	K03850	 ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]	0
g10039.t1	KeggGhostKoala	K03850	 ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]	0
g20477.t1	KeggGhostKoala	K03857	 PIGA, GPI3; phosphatidylinositol glycan, class A [EC:2.4.1.198]	0
g20477.t2	KeggGhostKoala	K03857	 PIGA, GPI3; phosphatidylinositol glycan, class A [EC:2.4.1.198]	0
g31902.t1	KeggGhostKoala	K03857	 PIGA, GPI3; phosphatidylinositol glycan, class A [EC:2.4.1.198]	0
g31902.t2	KeggGhostKoala	K03857	 PIGA, GPI3; phosphatidylinositol glycan, class A [EC:2.4.1.198]	0
g2952.t1	KeggGhostKoala	K03858	 PIGH, GPI15; phosphatidylinositol glycan, class H	0
g7351.t1	KeggGhostKoala	K03859	 PIGC, GPI2; phosphatidylinositol glycan, class C	0
g44864.t1	KeggGhostKoala	K03859	 PIGC, GPI2; phosphatidylinositol glycan, class C	0
g49000.t1	KeggGhostKoala	K03859	 PIGC, GPI2; phosphatidylinositol glycan, class C	0
g49000.t2	KeggGhostKoala	K03859	 PIGC, GPI2; phosphatidylinositol glycan, class C	0
g27948.t1	KeggGhostKoala	K03860	 PIGQ, GPI1; phosphatidylinositol glycan, class Q	0
g27948.t2	KeggGhostKoala	K03860	 PIGQ, GPI1; phosphatidylinositol glycan, class Q	0
g4960.t1	KeggGhostKoala	K03861	 PIGP, GPI19, DSCR5; phosphatidylinositol glycan, class P	0
g29691.t1	KeggGhostKoala	K03861	 PIGP, GPI19, DSCR5; phosphatidylinositol glycan, class P	0
g25447.t1	KeggGhostKoala	K03868	 RBX1, ROC1; RING-box protein 1 [EC:2.3.2.32]	0
g27184.t1	KeggGhostKoala	K03868	 RBX1, ROC1; RING-box protein 1 [EC:2.3.2.32]	0
g34622.t1	KeggGhostKoala	K03868	 RBX1, ROC1; RING-box protein 1 [EC:2.3.2.32]	0
g42990.t1	KeggGhostKoala	K03868	 RBX1, ROC1; RING-box protein 1 [EC:2.3.2.32]	0
g10497.t1	KeggGhostKoala	K03869	 CUL3; cullin 3	0
g10498.t1	KeggGhostKoala	K03869	 CUL3; cullin 3	0
g42417.t1	KeggGhostKoala	K03869	 CUL3; cullin 3	0
g46989.t1	KeggGhostKoala	K03869	 CUL3; cullin 3	0
g32318.t1	KeggGhostKoala	K03872	 ELOC, TCEB1; elongin-C	0
g17755.t1	KeggGhostKoala	K03875	 SKP2, FBXL1; F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	0
g6891.t1	KeggGhostKoala	K03878	 ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]	0
g39924.t1	KeggGhostKoala	K03878	 ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]	0
g5555.t1	KeggGhostKoala	K03879	 ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]	0
g38139.t1	KeggGhostKoala	K03880	 ND3; NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2]	0
g46086.t1	KeggGhostKoala	K03880	 ND3; NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2]	0
g14784.t1	KeggGhostKoala	K03881	 ND4; NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2]	0
g198.t1	KeggGhostKoala	K03883	 ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	0
g27872.t1	KeggGhostKoala	K03883	 ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	0
g43939.t1	KeggGhostKoala	K03883	 ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	0
g49660.t1	KeggGhostKoala	K03883	 ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	0
g49661.t1	KeggGhostKoala	K03883	 ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	0
g32815.t1	KeggGhostKoala	K03884	 ND6; NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]	0
g24268.t1	KeggGhostKoala	K03903	 FGA; fibrinogen alpha chain	0
g4334.t1	KeggGhostKoala	K03921	 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	0
g5504.t1	KeggGhostKoala	K03921	 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	0
g5507.t1	KeggGhostKoala	K03921	 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	0
g12143.t1	KeggGhostKoala	K03921	 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	0
g19014.t1	KeggGhostKoala	K03921	 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	0
g19016.t1	KeggGhostKoala	K03921	 FAB2, SSI2, desA1; acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	0
