"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","pfam","GO","KEGG","KEGG.function","Ppe_ID","Evalue","Best.hit.arabi.name","arabi.symbol","arabi.defline"
"102","Cm_g27717",5.51464217302266,3.44597332522321,0.604852528142469,4.04391684157278,5.25655701783058e-05,0.00458797509630651,"Major facilitator,  sugar transporter-like","GO:0016021|GO:0022857|GO:0055085","K08145"," SLC2A8, GLUT8; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","Prupe.8G248600",0,"AT2G48020.1","","Major facilitator superfamily protein"
"103","Cm_g27717",5.51464217302266,3.44597332522321,0.604852528142469,4.04391684157278,5.25655701783058e-05,0.00458797509630651,"Major facilitator,  sugar transporter-like","GO:0016021|GO:0022857|GO:0055085","K08145"," SLC2A8, GLUT8; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8","Prupe.8G248600",0,"AT2G48020.2","","Major facilitator superfamily protein"
"104","Cm_g2777",13.4792752419199,4.06437866288852,0.50014362809156,6.12699730791639,8.9552986775915e-10,3.63757343592476e-07,NA,NA,NA,NA,"Prupe.8G025400",2.3e-114,"AT5G14740.1","BETA CA2,CA18,CA2","carbonic anhydrase 2"
"105","Cm_g27886",2.83542238386294,6.25982839853657,1.02360196154314,5.13854857273531,2.76868632207367e-07,5.04139590472759e-05,NA,NA,NA,NA,"Prupe.1G328800",8.51e-44,"AT1G70830.3","MLP28","MLP-like protein 28"
"106","Cm_g27899",4.70298364888087,3.36975796105429,0.66289276534608,3.57487377285992,0.000350396906486484,0.0222924200566491,"Dienelactone hydrolase","GO:0016787",NA,NA,"Prupe.8G245600",3.73e-104,"AT3G23600.1","","alpha/beta-Hydrolases superfamily protein"
"107","Cm_g27903",17.5422872472019,5.81220249222264,0.599837278288747,8.02251321550271,1.03603249236336e-15,2.42772906767816e-12,"Dienelactone hydrolase","GO:0016787",NA,NA,"Prupe.1G149400",2.04e-100,"AT3G23600.1","","alpha/beta-Hydrolases superfamily protein"
"108","Cm_g28354",13.1031080611271,6.29878429152956,0.661541477626805,8.00975369003053,1.14938408658184e-15,2.42772906767816e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Cm_g28390",3.89430331972357,5.51247451313164,0.972711930372953,4.63906565986241,3.49987855906231e-06,0.000486344966608645,"Glycoside hydrolase, family 19, catalytic","GO:0004568|GO:0006032|GO:0016998",NA,NA,"Prupe.7G178500",1.98e-144,"AT3G12500.1","ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3","basic chitinase"
"110","Cm_g28413",9.250646006584,3.36533889144848,0.649802925536238,3.64008655315999,0.000272546410299213,0.0178780288147204,"Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114","K05909"," E1.10.3.2; laccase [EC:1.10.3.2]","Prupe.8G047000",0,"AT5G09360.1","LAC14","laccase 14"
"111","Cm_g28585",13.2709294336153,4.00076334780608,0.652762567581716,4.59702117865456,4.28574070958462e-06,0.000565780110193877,NA,NA,NA,NA,"Prupe.8G174900",0,"AT3G12500.1","ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3","basic chitinase"
"112","Cm_g29375",25.4880796863488,2.1753571776586,0.314764730795311,3.73408156208875,0.000188401436713533,0.0132647171542108,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain","GO:0030976",NA,NA,"Prupe.6G280800",0,"AT4G33070.1","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein"
"113","Cm_g29375",25.4880796863488,2.1753571776586,0.314764730795311,3.73408156208875,0.000188401436713533,0.0132647171542108,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain","GO:0030976",NA,NA,"Prupe.6G280800",0,"AT5G01320.1","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein"
"114","Cm_g29506",3.61823648536395,4.7154801001309,0.868612831201567,4.27748700763631,1.89014986147593e-05,0.00190113073209974,"WD40-like Beta Propeller","",NA,NA,"Prupe.3G004400",0,"AT4G01870.1","","tolB protein-related"
"115","Cm_g2972",16.9176191967835,3.69023168853477,0.532363215641354,5.05337635939734,4.34067351507623e-07,7.39384725689034e-05,NA,NA,"K07088"," K07088; uncharacterized protein","Prupe.7G185200",0,"AT2G17500.1","","Auxin efflux carrier family protein"
"116","Cm_g2972",16.9176191967835,3.69023168853477,0.532363215641354,5.05337635939734,4.34067351507623e-07,7.39384725689034e-05,NA,NA,"K07088"," K07088; uncharacterized protein","Prupe.7G185200",0,"AT2G17500.4","","Auxin efflux carrier family protein"
"117","Cm_g2972",16.9176191967835,3.69023168853477,0.532363215641354,5.05337635939734,4.34067351507623e-07,7.39384725689034e-05,NA,NA,"K07088"," K07088; uncharacterized protein","Prupe.7G185200",0,"AT2G17500.2","","Auxin efflux carrier family protein"
"118","Cm_g2972",16.9176191967835,3.69023168853477,0.532363215641354,5.05337635939734,4.34067351507623e-07,7.39384725689034e-05,NA,NA,"K07088"," K07088; uncharacterized protein","Prupe.7G185200",0,"AT2G17500.3","","Auxin efflux carrier family protein"
"119","Cm_g30363",2.85250215127815,4.96979353839558,1.01653833698701,3.90520789423635,9.41444154008679e-05,0.00731072919888651,NA,NA,NA,NA,"Prupe.5G141300",8.74e-52,"AT5G61890.1","","Integrase-type DNA-binding superfamily protein"
"120","Cm_g30422",8.85650167184313,3.50278961452782,0.544437642389195,4.5970179496492,4.28580710306885e-06,0.000565780110193877,"Thioredoxin domain","GO:0045454","K05907"," APR; adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9]","Prupe.4G019200",0,"AT4G21990.1","APR3,ATAPR3,PRH-26,PRH26","APS reductase 3"
"121","Cm_g30536",6.46073439173568,3.84134885706038,0.732424401821743,3.87937492250826,0.000104725233833424,0.00807301601835615,NA,NA,NA,NA,"Prupe.1G156300",0,"AT5G26340.1","ATSTP13,MSS1,STP13","Major facilitator superfamily protein"
"122","Cm_g30707",2.20288868504789,5.91253664625995,1.12610090446433,4.36243024651222,1.28625602269851e-05,0.00137213634906252,NA,NA,NA,NA,"Prupe.2G021600",2.89e-171,"AT1G66800.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"123","Cm_g30707",2.20288868504789,5.91253664625995,1.12610090446433,4.36243024651222,1.28625602269851e-05,0.00137213634906252,NA,NA,NA,NA,"Prupe.2G021600",2.89e-171,"AT1G51410.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"124","Cm_g30766",21.4076537447112,-2.83395232228356,0.535412183231694,-3.42530928454785,0.000614099908205192,0.0352993715838284,"Phytocyanin domain","GO:0009055",NA,NA,"Prupe.1G523700",4.27e-61,"AT1G72230.1","","Cupredoxin superfamily protein"
"125","Cm_g30926",2.6284436512241,4.38528913434544,0.950972766384532,3.55981711991169,0.00037111314513071,0.0231912776670144,"Glycoside hydrolase, family 19, catalytic","GO:0004568|GO:0006032|GO:0016998","K01183"," E3.2.1.14; chitinase [EC:3.2.1.14]","Prupe.1G204800",7.45e-126,"AT3G54420.1","ATCHITIV,ATEP3,CHIV,EP3","homolog of carrot EP3-3 chitinase"
"126","Cm_g31137",12.4824526497667,6.39108193643532,1.22857348765919,4.38808259382756,1.14354351013412e-05,0.00124504773304396,"Oxoglutarate/iron-dependent dioxygenase","GO:0016491|GO:0055114","K05933"," E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]","Prupe.3G209900",0,"AT1G05010.1","ACO4,EAT1,EFE","ethylene-forming enzyme"
"127","Cm_g31284",4.44147609975201,3.69495328098763,0.75865713884369,3.5522677412555,0.000381926024516049,0.0237265926171412,NA,NA,"K05909"," E1.10.3.2; laccase [EC:1.10.3.2]","Prupe.8G047000",0,"AT5G09360.1","LAC14","laccase 14"
"128","Cm_g32320",18.4919283778534,8.9772745606154,0.804111729475804,9.92060464758516,3.38698094816004e-23,1.78849528967591e-19,NA,NA,NA,NA,"Prupe.8G174900",1.96e-158,"AT3G12500.1","ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3","basic chitinase"
"129","Cm_g32387",39.7239496139784,2.43674141586481,0.364857876607064,3.93781115327851,8.22282679212653e-05,0.00648069207101853,"DNA photolyase, N-terminal","",NA,NA,"Prupe.8G262000",0,"AT2G47590.1","PHR2","photolyase/blue-light receptor 2"
"130","Cm_g32605",16.879878836976,2.32647754618462,0.392361918014831,3.3807499792436,0.000722882866503,0.0406083295379691,NA,NA,NA,NA,"Prupe.3G196800",0,"AT5G48230.2","ACAT2,EMB1276","acetoacetyl-CoA thiolase 2"
"131","Cm_g32605",16.879878836976,2.32647754618462,0.392361918014831,3.3807499792436,0.000722882866503,0.0406083295379691,NA,NA,NA,NA,"Prupe.3G196800",0,"AT5G47720.2","","Thiolase family protein"
"132","Cm_g3261",86.0614095932169,-4.07261804124371,0.434705654209017,-7.06827254601645,1.56874216529825e-12,1.27442200059345e-09,"ABA/WDS induced protein","",NA,NA,"Prupe.8G034200",3.66e-31,"","",""
"133","Cm_g32746",3.71664607937104,5.17294183600394,0.966957889913635,4.315536260195,1.59215913162954e-05,0.00163250413486792,NA,NA,NA,NA,"Prupe.1G329000",1.09e-52,"AT1G70830.3","MLP28","MLP-like protein 28"
"134","Cm_g3285",15.3024681982241,2.59451009198285,0.470778279009339,3.38696614325151,0.000706701084203755,0.0399116050816891,NA,NA,NA,NA,"Prupe.1G004800",0,"AT3G24170.2","ATGR1,GR1","glutathione-disulfide reductase"
"135","Cm_g32862",5.67597283808778,4.45039050617902,0.768344408393536,4.49068213223955,7.09954365850919e-06,0.000842452590758601,NA,NA,NA,NA,"Prupe.6G138800",2.65e-148,"AT3G51680.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"136","Cm_g33162",56.9354702608201,-2.32198551465653,0.360982103768203,-3.662191285542,0.000250067018523981,0.0168213871505208,NA,NA,NA,NA,"Prupe.6G002200",0,"AT3G13460.1","ECT2","evolutionarily conserved C-terminal region 2"
"137","Cm_g33507",11.0062857357678,3.81876930612634,0.47744308676983,5.90388547710869,3.55038668316145e-09,1.20953657293123e-06,"Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114","K05909"," E1.10.3.2; laccase [EC:1.10.3.2]","Prupe.8G047000",0,"AT5G09360.1","LAC14","laccase 14"
"138","Cm_g33730",1.70195740659748,5.13307122332907,1.24512188749037,3.31941094671426,0.000902075715328694,0.0481152607554866,"Late embryogenesis abundant protein, LEA_2 subgroup","",NA,NA,"Prupe.8G267700",8.47e-114,"AT1G65690.1","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"
"139","Cm_g33815",2.2097277792291,5.27739753355457,1.1067427925675,3.86485239594969,0.000111156399417768,0.00844548729677013,NA,NA,NA,NA,"Prupe.6G050000",0,"AT2G30150.1","","UDP-Glycosyltransferase superfamily protein"
"140","Cm_g34254",1.62977567607034,5.41249664298452,1.31722878725675,3.34983313883835,0.000808602550844348,0.0444773517680581,NA,NA,NA,NA,"Prupe.1G328600",1.12e-42,"AT1G70830.3","MLP28","MLP-like protein 28"
"141","Cm_g3437",3.17956970138841,6.39055561703914,0.989363655140585,5.44850782523759,5.07941569906837e-08,1.19208242661914e-05,"","","K08081"," TR1; tropinone reductase I [EC:1.1.1.206]","Prupe.6G069000",8.05e-152,"AT2G29360.1","","NAD(P)-binding Rossmann-fold superfamily protein"
"142","Cm_g34557",16.3922818638146,6.87536388292448,1.04390651230814,5.62824717889122,1.82050087219762e-08,4.92982300289207e-06,NA,NA,"K05909"," E1.10.3.2; laccase [EC:1.10.3.2]","Prupe.6G242000",0,"AT5G09360.1","LAC14","laccase 14"
"143","Cm_g34619",4.5283625463267,3.8950927553789,0.694367014407274,4.16939845256073,3.05404652299116e-05,0.00280572370671206,NA,NA,"K22390"," ACP7; acid phosphatase type 7","Prupe.8G089100",0,"AT2G16430.2","ATPAP10,PAP10","purple acid phosphatase 10"
"144","Cm_g34703",5.09074586120007,3.620163113055,0.690531208632746,3.79441664663199,0.000147990986433876,0.0106321959709399,"Peptidase S10, serine carboxypeptidase","GO:0004185|GO:0006508",NA,NA,"Prupe.1G563100",0,"AT1G28110.1","SCPL45","serine carboxypeptidase-like 45"
"145","Cm_g35475",11.5333467541465,3.86527915921776,0.609439483833719,4.70149905810752,2.58258455740364e-06,0.000378814937649165,"Nitronate monooxygenase","GO:0018580|GO:0055114",NA,NA,NA,NA,NA,NA,NA
"146","Cm_g35685",4.49389926713582,3.6099386289105,0.742643196370829,3.51439108533523,0.000440763376644964,0.0265994401185569,"AP2/ERF domain","GO:0003700|GO:0006355",NA,NA,NA,NA,NA,NA,NA
"147","Cm_g36065",13.7638000551797,6.37651606068906,1.04981459844904,5.1213957861056,3.03282334593489e-07,5.42875378922345e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Cm_g36441",24.3853743404996,4.78734226150654,1.04503961349907,3.62411358630273,0.000289954165278456,0.0187865395061704,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Cm_g36442",16.6228155380368,7.241947709401,1.4695271888672,4.24758912709378,2.1608321257993e-05,0.00209362826427215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Cm_g36549",6.03654165123768,3.9552169138216,0.684177446160632,4.31937201438788,1.56473822086971e-05,0.00162011768143186,"AMP-dependent synthetase/ligase","GO:0003824",NA,NA,NA,NA,NA,NA,NA
"151","Cm_g37282",27.3768324053984,3.12040480347547,0.365840944036861,5.79597455680584,6.79255619494709e-09,2.04960531356675e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Cm_g37453",8.24810651659777,4.71876007010129,0.722126646728607,5.14973389632981,2.60856287963763e-07,4.83316360909702e-05,"Squalene cyclase, N-terminal","",NA,NA,NA,NA,NA,NA,NA
"153","Cm_g37455",15.4864891509093,4.13106603261214,0.561886910992903,5.57241318734277,2.51234692797395e-08,6.3173561681745e-06,"Bet v I/Major latex protein","GO:0006952",NA,NA,NA,NA,NA,NA,NA
"154","Cm_g37481",260.45822649564,3.18478399751101,0.409956033064541,5.32931295382851,9.85849930214154e-08,2.08231222259834e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Cm_g37490",2.36651174015403,5.92801796904323,1.09274611001865,4.50975567321775,6.49023314637409e-06,0.000790190026594566,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Cm_g38177",26.4847753037389,8.30690077776198,1.97703883970959,3.6958812497762,0.000219125382833691,0.0151253801837033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Cm_g38264",23.5010189453467,3.97793786108425,0.382829038816152,7.77876691458184,7.32348504830737e-15,1.10490465135963e-11,"Peptidase S10, serine carboxypeptidase","GO:0004185|GO:0006508",NA,NA,NA,NA,NA,NA,NA
"158","Cm_g39011",2.73427116062596,3.99696206046978,0.898276218903435,3.33634799341376,0.000848868352092777,0.045970449158643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Cm_g39344",7.80742063712495,5.4521012789668,0.698822248263398,6.37086367818205,1.87966661258948e-10,9.45293290264645e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Cm_g39678",11.6911339214478,5.47477539055426,0.661478449377748,6.76480903461583,1.33485146516087e-11,8.81085395222749e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Cm_g39795",10.3238297057367,3.49251750291564,0.518420131941468,4.8079103208844,1.52516150983839e-06,0.000233438126165264,NA,NA,"K00083"," E1.1.1.195; cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]",NA,NA,NA,NA,NA
"162","Cm_g39907",13.2399838479381,5.08893125881599,0.553544318552619,7.38681822172348,1.50383966486639e-13,1.44382279096854e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Cm_g40141",2.88994095793263,4.70763977205146,0.944982373476688,3.92350151295486,8.72712170859799e-05,0.00682719498996321,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Cm_g40147",3.38409044996177,4.28047360501865,0.895036487012405,3.66518421608568,0.000247160611503355,0.0167324565261982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Cm_g40899",8.16506081490271,4.50976889419533,0.603689438047041,5.81386499911208,6.10466526068239e-09,1.8962167593549e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Cm_g41692",8.81854458755956,5.3155912529752,1.18523634677833,3.6411229411802,0.000271451464763671,0.0178780288147204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Cm_g41871",2.77908956084375,4.43154149115048,1.01809147572213,3.37056303188914,0.000750147426245494,0.0414780469559092,NA,NA,"K03327"," TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family",NA,NA,NA,NA,NA
"168","Cm_g41980",3.09145034141546,5.31526390020058,0.988252124876506,4.36656172203001,1.26217632751511e-05,0.00136018818315175,"Oxoglutarate/iron-dependent dioxygenase","GO:0016491|GO:0055114",NA,NA,NA,NA,NA,NA,NA
"169","Cm_g4202",12.3089105158459,4.51395402253463,0.55399205445743,6.34296826869861,2.25379865900666e-10,1.08192580171679e-07,NA,NA,NA,NA,"Prupe.2G237000",1.35e-176,"AT2G39700.1","ATEXP4,ATEXPA4,ATHEXP ALPHA 1.6,EXPA4","expansin A4"
"170","Cm_g4268",19.2228396726415,2.54760714380368,0.404545713765955,3.82554329743568,0.000130483997492836,0.00952806833174317,NA,NA,NA,NA,"Prupe.3G097700",0,"AT1G15950.1","ATCCR1,CCR1,IRX4","cinnamoyl coa reductase 1"
"171","Cm_g42718",23.2557782807882,-4.05278765642927,0.729280784868684,-4.18602508083216,2.8388199416049e-05,0.00265316614188402,NA,NA,"K12446"," E2.7.1.46; L-arabinokinase [EC:2.7.1.46]",NA,NA,NA,NA,NA
"172","Cm_g44385",4.32377663576298,6.01267157832668,0.90316902236321,5.55009245690319,2.85518558533662e-08,7.0124685969163e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Cm_g44388",8.46077752091978,4.7958757951642,0.619532283001533,6.12700241668407,8.95501125483852e-10,3.63757343592476e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Cm_g45294",4.44856259351944,6.18770981314588,0.916694853687053,5.65914578038734,1.52128291935034e-08,4.3422348408808e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Cm_g46054",6.34448895011222,4.20383837288235,0.686332486136766,4.66805584406494,3.04063263533527e-06,0.00043989207207912,NA,NA,"K05933"," E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]",NA,NA,NA,NA,NA
"176","Cm_g4608",5.47059864096254,5.39003345121851,0.814831936576759,5.38765511531341,7.13828614978705e-08,1.60398808570002e-05,"Phytocyanin domain","GO:0009055",NA,NA,"Prupe.7G246200",5.9e-93,"AT2G25060.1","AtENODL14,ENODL14","early nodulin-like protein 14"
"177","Cm_g46361",10.271796622846,3.69605817608902,0.598233041299702,4.50670222131437,6.58429337565778e-06,0.000790190026594566,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Cm_g47257",92.3527360216559,2.67771650086509,0.328230312719572,5.11140024504217,3.19779668533164e-07,5.62865513229791e-05,"Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain","GO:0016620|GO:0055114","K00134"," GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]",NA,NA,NA,NA,NA
"179","Cm_g47292",6.03189329256455,7.36267036024964,0.877558010970962,7.25042707229092,4.15459530281019e-13,3.6563900827482e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Cm_g47926",13.4098930915727,2.87449744299773,0.426934341388682,4.39059888436377,1.13038894736556e-05,0.0012435455909508,NA,NA,"K05909"," E1.10.3.2; laccase [EC:1.10.3.2]",NA,NA,NA,NA,NA
"181","Cm_g48035",7.0257798100352,6.2663186757506,0.821523641531892,6.4104286346897,1.45111069412781e-10,7.66259002034192e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Cm_g48232",3.75523925249487,3.99991943694656,0.821038293883366,3.65381183715253,0.000258375646785165,0.0172702861120135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Cm_g48488",7.8618580643146,3.16819980649136,0.649971642035647,3.33583754469776,0.000850428438875471,0.045970449158643,"Ribosomal protein L34Ae","GO:0003735|GO:0005840|GO:0006412",NA,NA,NA,NA,NA,NA,NA
"184","Cm_g48636",22.8794242787003,3.20366581896324,0.473990711932482,4.64917510720577,3.33265190742323e-06,0.000475623470193199,"Hydroxymethylglutaryl-coenzyme A synthase, N-terminal","GO:0004421|GO:0008299",NA,NA,NA,NA,NA,NA,NA
"185","Cm_g48719",9.28240489395574,3.25496260381857,0.567086507324324,3.97639967570049,6.99664961027906e-05,0.00559784973743615,NA,NA,"K05909"," E1.10.3.2; laccase [EC:1.10.3.2]",NA,NA,NA,NA,NA
"186","Cm_g49460",18.4039407886705,2.49123564102337,0.373226125514857,3.9955285524727,6.45500765080146e-05,0.00541042347619954,"S-adenosylmethionine decarboxylase","GO:0004014|GO:0006597|GO:0008295",NA,NA,NA,NA,NA,NA,NA
"187","Cm_g49829",10.714410591999,4.87163920308575,0.734320569757035,5.27241011969304,1.3464378135156e-07,2.73456341318043e-05,NA,NA,"K05894"," OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]",NA,NA,NA,NA,NA
"188","Cm_g49830",4.60171355412489,4.09771691224503,0.813913842932337,3.8059518696533,0.000141259853470739,0.0102181185787978,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Cm_g50580",21.8117250593723,3.93830384647264,0.387513751646635,7.58245051688388,3.39088429887611e-14,3.58111290804306e-11,"Peptidase S10, serine carboxypeptidase","GO:0004185|GO:0006508",NA,NA,NA,NA,NA,NA,NA
"190","Cm_g50838",4.257510047328,3.98318691590355,0.748106514822254,3.98764996266921,6.67310232667351e-05,0.00547262022004624,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Cm_g5092",20.0144594474079,2.91075035987148,0.472431657232293,4.04450110533548,5.24346610292972e-05,0.00458797509630651,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Cm_g5154",14.1898473542885,2.80060112170711,0.497157644749216,3.62179107718518,0.000292570365505439,0.0188404611591643,NA,NA,NA,NA,"Prupe.8G147500",0,"AT1G73280.1","scpl3","serine carboxypeptidase-like 3"
"193","Cm_g5154",14.1898473542885,2.80060112170711,0.497157644749216,3.62179107718518,0.000292570365505439,0.0188404611591643,NA,NA,NA,NA,"Prupe.8G147500",0,"AT1G73300.1","scpl2","serine carboxypeptidase-like 2"
"194","Cm_g549",3.57616943932329,5.4814247465742,0.929983190834515,4.81882338384291,1.44407314457097e-06,0.000228669180755994,NA,NA,NA,NA,"Prupe.8G223900",5.27e-98,"AT3G23250.1","ATMYB15,ATY19,MYB15","myb domain protein 15"
"195","Cm_g5603",18.7765947987339,-3.82995743309792,0.75951894186587,-3.72598664379023,0.0001945527061486,0.0136070935737442,"Cytochrome P450","GO:0005506|GO:0016705|GO:0020037|GO:0055114",NA,NA,"Prupe.1G288900",0,"AT1G13710.1","CYP78A5,KLU","cytochrome P450, family 78, subfamily A, polypeptide 5"
"196","Cm_g5684",17.8331814411854,6.56209942211299,1.33870675936141,4.15483031158089,3.25529038304081e-05,0.00296371739097362,"O-methyltransferase domain","GO:0008171","K13066"," E2.1.1.68, COMT; caffeic acid 3-O-methyltransferase [EC:2.1.1.68]","Prupe.2G319700",1.66e-117,"AT5G54160.1","ATOMT1,OMT1","O-methyltransferase 1"
"197","Cm_g6290",26.6954254361591,4.49985690554543,0.823082994340911,4.25213123051821,2.11745712647067e-05,0.00207059858450525,NA,NA,"K13248"," PHOSPHO2; pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]","Prupe.3G052000",1.51e-166,"AT1G17710.1","","Pyridoxal phosphate phosphatase-related protein"
"198","Cm_g6777",16.3270752827369,-6.25093213805142,1.48451401217407,-3.53713881781515,0.000404487005675407,0.0248359724821975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Cm_g6817",9.25861448875058,4.8888356580357,0.645212309001772,6.027218643817,1.66805280006582e-09,6.40606859992371e-07,NA,NA,NA,NA,"Prupe.4G252300",0,"AT1G75280.1","","NmrA-like negative transcriptional regulator family protein"
"200","Cm_g6970",5.88937861466451,3.40153394753382,0.64734725748432,3.70980786551334,0.000207416596294686,0.0144113596938696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Cm_g7021",4.61874836505966,5.30202957833554,0.831305810977474,5.1750264722402,2.27878669081545e-07,4.29754754316106e-05,NA,NA,NA,NA,"Prupe.6G235400",0,"AT2G37040.1","ATPAL1,PAL1","PHE ammonia lyase 1"
"202","Cm_g7100",22.0787078179166,3.38355939132572,0.376348911995466,6.33337659643461,2.39853157574134e-10,1.10134312919149e-07,NA,NA,"K05933"," E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]","Prupe.3G209900",0,"AT1G05010.1","ACO4,EAT1,EFE","ethylene-forming enzyme"
"203","Cm_g7113",9.06897683605164,4.04146303323063,0.587402493899798,5.17781770560454,2.24496428709189e-07,4.29754754316106e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Cm_g7443",18.5531744951204,2.92918698591572,0.560269405407472,3.44332024432544,0.000574618443190973,0.0333436559260432,"Carbohydrate kinase PfkB","",NA,NA,"Prupe.2G211700",0,"AT5G03300.1","ADK2","adenosine kinase 2"
"205","Cm_g7626",9.09355787427273,3.99776246871071,0.622212245362628,4.81790979051465,1.45069928137976e-06,0.000228669180755994,NA,NA,NA,NA,"Prupe.1G082000",0,"AT4G30190.1","AHA2,HA2,PMA2","H(+)-ATPase 2"
"206","Cm_g7718",4.28872797522097,3.54185126199594,0.752979727341975,3.37572336903238,0.000736219027500908,0.0411386727483444,"Hydrophobic seed protein domain","",NA,NA,"Prupe.2G139500",2.26e-56,"AT2G45180.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"207","Cm_g7797",44.2342374911839,-3.0654597720485,0.537274016426136,-3.84433214505258,0.000120881191479276,0.00899032579727205,NA,NA,NA,NA,"Prupe.2G251000",0,"AT2G40140.2","ATSZF2,CZF1,SZF2,ZFAR1","zinc finger (CCCH-type) family protein"
"208","Cm_g7947",8.7923592893094,2.69624688144937,0.487816314243946,3.47722458622225,0.000506633251137671,0.0298913618171226,NA,NA,NA,NA,"Prupe.8G147500",1.35e-158,"AT1G73300.1","scpl2","serine carboxypeptidase-like 2"
"209","Cm_g7947",8.7923592893094,2.69624688144937,0.487816314243946,3.47722458622225,0.000506633251137671,0.0298913618171226,NA,NA,NA,NA,"Prupe.8G147500",1.35e-158,"AT1G73280.1","scpl3","serine carboxypeptidase-like 3"
"210","Cm_g7986",4.8599475541325,4.09350885691774,0.695944800413133,4.44504916924638,8.78717678354118e-06,0.00100871058707585,NA,NA,"K01184"," E3.2.1.15; polygalacturonase [EC:3.2.1.15]","Prupe.7G242600",1.42e-143,"AT1G80140.1","","Pectin lyase-like superfamily protein"
"211","Cm_g814",32.2677663832081,-5.77770717766812,1.19768924240479,-3.98910419206501,6.63232869028138e-05,0.00547262022004624,NA,NA,NA,NA,"Prupe.7G205200",0,"AT4G29780.1","",""
"212","Cm_g821",13.6300917862451,-4.65388627827773,1.07222464215718,-3.40776189486429,0.00065498021016141,0.0371894946210465,NA,NA,NA,NA,"Prupe.7G145900",0,"AT3G50820.1","OEC33,PSBO-2,PSBO2","photosystem II subunit O-2"
"213","Cm_g8822",2.3574384296043,5.60587614502508,1.07595846390246,4.28071928382786,1.86290223612114e-05,0.00189174139573801,NA,NA,NA,NA,"Prupe.1G223200",3.94e-58,"AT5G13080.1","ATWRKY75,WRKY75","WRKY DNA-binding protein 75"
